config,delta_pp,delta_std,best_epoch,rel_disp,n
main,0.15197164482540554,0.853196011109709,9.222222222222221,0.12720939390283326,9
lr=0.0001,1.2655847602420383,1.3183787627259225,28.0,0.28616717573431655,9
lr=1e-05,1.2064923842748005,0.9149767939787375,130.66666666666666,0.16401489335850936,9
disp=0.001,0.701753298441569,0.45121383056518555,107.22222222222223,0.04598722854688389,9
disp=0.01,0.6388756963941786,0.43468875340101965,140.11111111111111,0.025194138603154035,9
disp=0.1,0.289892488055759,0.3103855067136822,105.22222222222223,0.009171920951153175,9
vel=0.001,0.7813082800971137,0.5499029216826382,101.44444444444444,0.04741793458533511,9
vel=0.01,0.5564384990268283,0.401966042650378,118.0,0.024909987557650313,9
vel=0.1,0.3227767017152574,0.32735124250922076,67.88888888888889,0.010133492769237633,9
