encoder,dataset,baseline,strategy2,delta_pp,delta_std,best_epoch,rel_disp
resnet18,DTD,52.03900535901388,53.06737422943115,1.028368870417277,0.7528688193497766,84.0,0.22744997358143468
dinov2,FGVC-Aircraft,51.535151402155556,52.845283349355064,1.3101319471995037,0.6548149935088202,118.33333333333333,0.16232828027179683
resnet18,FGVC-Aircraft,27.872785925865173,29.722970724105835,1.8501847982406616,0.9992989142077364,153.66666666666666,0.12198859832465764
