learning_rate,strategy1,strategy2,difference,p_value
1e-3,0.15197164482540554,0.9443637397554185,0.792392094930013,0.04808419523785333
1e-4,1.2655847602420383,1.3962285386191473,0.13064377837710905,0.8021824286117001
1e-5,1.2064923842748005,0.8938958247502645,-0.312596559524536,0.4510219586315045
